Arrival_Time,x,y,z
23-02-2015 18:33,-0.5650316,-9.572019,-0.61411273
23-02-2015 18:33,-0.83258367,-9.713276,-0.60693014
23-02-2015 18:33,-1.0181342,-9.935339,-0.54408234
23-02-2015 18:33,-1.2228385,-10.142437,-0.5662287
23-02-2015 18:33,-1.5771804,-10.480618,-0.40282443
23-02-2015 18:33,-2.1643584,-10.920552,-0.18375498
23-02-2015 18:33,-2.973,-11.063007,0.21188685
23-02-2015 18:33,-3.8881836,-11.08276,0.6847417
23-02-2015 18:33,-4.8919525,-10.890625,1.01574
23-02-2015 18:33,-12.600683,-7.674015,-1.1791444
23-02-2015 18:33,-9.214086,-4.5567646,0.2172738
23-02-2015 18:33,-9.214086,-4.5567646,0.2172738
23-02-2015 18:33,-9.240421,-4.104859,0.22325931
23-02-2015 18:33,-9.273342,-3.7295678,0.24061728
23-02-2015 18:33,-9.1668,-3.6703112,-0.729633
23-02-2015 18:33,-9.153033,-3.6056678,-0.7326257
23-02-2015 18:33,-9.1512375,-3.6122518,-0.74519527
23-02-2015 18:33,-9.202713,-3.6463692,-0.729633
23-02-2015 18:33,-9.288904,-3.7361517,-0.7266402
23-02-2015 18:33,-9.2907,-3.7720647,-0.7302315
23-02-2015 18:33,-9.2308445,-3.809175,-0.7799112
23-02-2015 18:33,-9.1350765,-3.7391446,-0.7733272
23-02-2015 18:33,-9.127894,-3.6703112,-0.82779527
23-02-2015 18:33,-9.196129,-3.626617,-0.8523358
23-02-2015 18:33,-9.236232,-3.7128084,-0.8038532
23-02-2015 18:33,-9.200917,-3.6846764,-0.7152678
23-02-2015 18:33,-9.148843,-3.650559,-0.6919243
23-02-2015 18:33,-9.152434,-3.6170402,-0.682946
23-02-2015 18:33,-9.221867,-3.7014358,-0.7781156
23-02-2015 18:33,-9.314642,-3.6116533,-0.7338228
23-02-2015 18:33,-9.3499565,-3.5571852,-0.75477207
23-02-2015 18:33,-9.238028,-3.620033,-0.6985083
23-02-2015 18:33,-9.302073,-3.5637693,-0.82360536
23-02-2015 18:33,-9.25359,-3.7134068,-0.81283146
23-02-2015 18:33,-9.231443,-3.751714,-0.83737206
23-02-2015 18:33,-9.231443,-3.7445314,-0.8451532
23-02-2015 18:33,-9.207501,-3.6134489,-0.7410054
23-02-2015 18:33,-9.144653,-3.6302083,-0.6775591
23-02-2015 18:33,-9.106346,-3.6463692,-0.6631939
23-02-2015 18:33,-9.110536,-3.6780925,-0.6907272
23-02-2015 18:33,-9.100959,-3.7373488,-0.6733692
23-02-2015 18:33,-9.100959,-3.7978024,-0.66738373
23-02-2015 18:33,-9.10455,-3.803788,-0.712275
23-02-2015 18:33,-9.119514,-3.763685,-0.7469909
23-02-2015 18:33,-9.112331,-3.7714663,-0.8571242
23-02-2015 18:33,-9.141661,-3.755904,-0.85293436
23-02-2015 18:33,-9.156625,-3.7253778,-0.86969376
23-02-2015 18:33,-9.154829,-3.7565024,-0.90859956
23-02-2015 18:33,-9.181764,-3.7541082,-0.89543146
23-02-2015 18:33,-9.141062,-3.7660792,-0.8888474
23-02-2015 18:33,-9.143456,-3.7666779,-0.85891986
23-02-2015 18:33,-9.0842,-3.738546,-0.84335756
23-02-2015 18:33,-9.050082,-3.7588966,-0.84575176
23-02-2015 18:33,-9.045294,-3.7487214,-0.91458505
23-02-2015 18:33,-9.009381,-3.7062242,-0.91937345
23-02-2015 18:33,-9.04709,-3.709217,-0.9528923
23-02-2015 18:33,-9.081805,-3.719991,-1.0235212
23-02-2015 18:33,-9.109339,-3.7487214,-0.99419224
23-02-2015 18:33,-9.102755,-3.739743,-1.0360907
23-02-2015 18:33,-9.108142,-3.7247794,-1.0193313
23-02-2015 18:33,-9.160814,-3.6936548,-1.0498575
23-02-2015 18:33,-9.196129,-3.6595373,-1.0654198
23-02-2015 18:33,-9.264363,-3.627814,-1.1204864
23-02-2015 18:33,-9.340978,-3.614646,-1.0941502
23-02-2015 18:33,-9.355942,-3.5859156,-1.168969
23-02-2015 18:33,-9.300875,-3.484162,-1.1905168
23-02-2015 18:33,-9.22426,-3.4237084,-1.2192472
23-02-2015 18:33,-9.172785,-3.3530796,-1.2294226
23-02-2015 18:33,-9.094974,-3.3369186,-1.2659341
23-02-2015 18:33,-9.022549,-3.359065,-1.2120646
23-02-2015 18:33,-9.019556,-3.3728316,-1.086369
23-02-2015 18:33,-8.986636,-3.4237084,-1.01574
23-02-2015 18:33,-8.944737,-3.502717,-0.9552865
23-02-2015 18:33,-8.933365,-3.558981,-0.93493575
23-02-2015 18:33,-8.945336,-3.5847185,-0.9415198
23-02-2015 18:33,-8.978855,-3.6176388,-0.9032126
23-02-2015 18:33,-9.050681,-3.6541502,-0.9056068
23-02-2015 18:33,-9.102157,-3.70383,-0.96665895
23-02-2015 18:33,-9.180567,-3.7469256,-1.003769
23-02-2015 18:33,-9.237429,-3.8253357,-1.0139444
23-02-2015 18:33,-9.2787285,-3.8905778,-1.009156
23-02-2015 18:33,-9.279327,-3.957017,-1.01574
23-02-2015 18:33,-9.336189,-4.000711,-0.97025025
23-02-2015 18:33,-9.307459,-4.0521865,-0.9684546
23-02-2015 18:33,-9.297882,-4.0581717,-0.94092125
23-02-2015 18:33,-9.281123,-4.0545807,-0.9959879
23-02-2015 18:33,-9.2907,-4.03004,-0.95947635
23-02-2015 18:33,-9.312247,-4.0019083,-0.95827925
23-02-2015 18:33,-9.294291,-3.98874,-0.91458505
23-02-2015 18:33,-9.271546,-3.965995,-0.943914
23-02-2015 18:33,-9.205706,-3.9294837,-0.8996213
23-02-2015 18:33,-9.192537,-3.9013517,-0.8912416
23-02-2015 18:33,-9.1668,-3.9067385,-0.9498995
23-02-2015 18:33,-9.162011,-3.8983588,-0.9959879
23-02-2015 18:33,-9.255983,-3.9085343,-1.0522517
23-02-2015 18:33,-9.283517,-3.876811,-1.0881647
23-02-2015 18:33,-9.312247,-3.8630445,-1.1246762
23-02-2015 18:33,-9.324219,-3.8426938,-1.1186907
23-02-2015 18:33,-9.303867,-3.8720226,-1.0720038
23-02-2015 18:37,-9.40596,-3.2478943,0.17771912
23-02-2015 18:37,-9.386917,-3.2193298,0.14201355
23-02-2015 18:37,-9.379776,-3.233612,0.10392761
23-02-2015 18:37,-9.394058,-3.278839,0.14201355
23-02-2015 18:37,-9.367874,-3.2407532,0.21342468
23-02-2015 18:37,-9.34169,-3.2121887,0.16343689
23-02-2015 18:37,-9.322647,-3.2121887,0.20866394
23-02-2015 18:37,-9.351212,-3.2383728,0.19914246
23-02-2015 18:37,-9.34407,-3.2502747,0.19914246
23-02-2015 18:37,-9.332169,-3.2217102,0.2372284
23-02-2015 18:37,-9.317886,-3.1979065,0.21104431
23-02-2015 18:37,-9.351212,-3.2359924,0.21104431
23-02-2015 18:37,-9.377396,-3.2407532,0.24913025
23-02-2015 18:37,-9.40596,-3.1931458,0.2205658
23-02-2015 18:37,-9.384537,-3.207428,0.21104431
23-02-2015 18:37,-9.379776,-3.264557,0.2443695
23-02-2015 18:37,-9.415482,-3.2431335,0.26579285
23-02-2015 18:37,-9.444046,-3.2288513,0.2610321
23-02-2015 18:37,-9.460709,-3.2359924,0.26817322
23-02-2015 18:37,-9.4535675,-3.2050476,0.2943573
23-02-2015 18:37,-9.420242,-3.278839,0.27293396
23-02-2015 18:37,-9.434525,-3.2740784,0.30625916
23-02-2015 18:37,-9.415482,-3.2764587,0.28959656
23-02-2015 18:37,-9.417862,-3.2883606,0.24674988
23-02-2015 18:37,-9.367874,-3.2883606,0.33006287
23-02-2015 18:37,-9.40358,-3.3193054,0.26341248
23-02-2015 18:37,-9.398819,-3.3478699,0.33720398
23-02-2015 18:37,-9.372635,-3.3526306,0.26579285
23-02-2015 18:37,-9.382156,-3.3526306,0.2776947
23-02-2015 18:37,-9.358353,-3.3383484,0.26341248
23-02-2015 18:37,-9.372635,-3.393097,0.3276825
23-02-2015 18:37,-9.360733,-3.3597717,0.318161
23-02-2015 18:37,-9.375015,-3.3645325,0.318161
23-02-2015 18:37,-9.33931,-3.3478699,0.3110199
23-02-2015 18:37,-9.384537,-3.4097595,0.30387878
23-02-2015 18:37,-9.40358,-3.4145203,0.34910583
23-02-2015 18:37,-9.384537,-3.41214,0.2872162
23-02-2015 18:37,-9.372635,-3.3716736,0.25865173
23-02-2015 18:37,-9.375015,-3.3978577,0.2610321
23-02-2015 18:37,-9.410721,-3.41214,0.27293396
23-02-2015 18:37,-9.3702545,-3.4049988,0.31578064
23-02-2015 18:37,-9.40596,-3.41214,0.3514862
23-02-2015 18:37,-9.384537,-3.4526062,0.32292175
23-02-2015 18:37,-9.413101,-3.4526062,0.3681488
23-02-2015 18:37,-9.417862,-3.4526062,0.36576843
23-02-2015 18:37,-9.422623,-3.4549866,0.35862732
23-02-2015 18:37,-9.372635,-3.4597473,0.35862732
23-02-2015 18:37,-9.422623,-3.47641,0.37290955
23-02-2015 18:37,-9.465469,-3.4740295,0.35862732
23-02-2015 18:37,-9.398819,-3.4906921,0.34196472
23-02-2015 18:37,-9.463089,-3.445465,0.36338806
23-02-2015 18:37,-9.474991,-3.4883118,0.3514862
23-02-2015 18:37,-9.427383,-3.464508,0.3848114
23-02-2015 18:37,-9.47023,-3.5002136,0.3610077
23-02-2015 18:37,-9.465469,-3.5002136,0.35624695
23-02-2015 18:37,-9.508316,-3.5049744,0.37052917
23-02-2015 18:37,-9.529739,-3.495453,0.40623474
23-02-2015 18:37,-9.455948,-3.5049744,0.33958435
23-02-2015 18:37,-9.432144,-3.5240173,0.3348236
23-02-2015 18:37,-9.432144,-3.4549866,0.30863953
23-02-2015 18:37,-9.415482,-3.5168762,0.31340027
23-02-2015 18:37,-9.3892975,-3.5049744,0.33720398
23-02-2015 18:37,-9.396439,-3.4906921,0.3348236
23-02-2015 18:37,-9.363113,-3.4740295,0.318161
23-02-2015 18:37,-9.363113,-3.4621277,0.3514862
23-02-2015 18:37,-9.372635,-3.4883118,0.3776703
23-02-2015 18:37,-9.355972,-3.5144958,0.34672546
23-02-2015 18:37,-9.375015,-3.509735,0.34910583
23-02-2015 18:37,-9.4535675,-3.5263977,0.3681488
23-02-2015 18:37,-9.422623,-3.5121155,0.3681488
23-02-2015 18:37,-9.439285,-3.5192566,0.38719177
23-02-2015 18:37,-9.446426,-3.5335388,0.37290955
23-02-2015 18:37,-9.40834,-3.5311584,0.39671326
23-02-2015 18:37,-9.432144,-3.4930725,0.401474
23-02-2015 18:37,-9.394058,-3.509735,0.3443451
23-02-2015 18:37,-9.360733,-3.5311584,0.3943329
23-02-2015 18:37,-9.398819,-3.464508,0.40623474
23-02-2015 18:37,-9.398819,-3.4716492,0.3681488
23-02-2015 18:37,-9.40596,-3.4716492,0.3681488
23-02-2015 18:37,-9.401199,-3.4883118,0.3610077
23-02-2015 18:37,-9.446426,-3.464508,0.38005066
23-02-2015 18:37,-9.40834,-3.47641,0.31340027
23-02-2015 18:37,-9.432144,-3.502594,0.3919525
23-02-2015 18:37,-9.444046,-3.4692688,0.37528992
23-02-2015 18:37,-9.4535675,-3.4740295,0.35624695
23-02-2015 18:37,-9.429764,-3.4549866,0.3514862
23-02-2015 18:37,-9.413101,-3.4478455,0.38957214
23-02-2015 18:37,-9.40596,-3.4478455,0.35624695
23-02-2015 18:37,-9.367874,-3.4621277,0.38243103
23-02-2015 18:37,-9.33931,-3.4597473,0.30863953
23-02-2015 18:37,-9.329788,-3.445465,0.42289734
23-02-2015 18:37,-9.372635,-3.457367,0.34672546
23-02-2015 18:37,-9.358353,-3.4311829,0.3276825
23-02-2015 18:37,-9.327408,-3.4906921,0.2705536
23-02-2015 18:37,-9.294083,-3.457367,0.29673767
23-02-2015 18:37,-9.310745,-3.445465,0.30387878
23-02-2015 18:37,-9.313126,-3.4502258,0.33006287
23-02-2015 18:37,-9.327408,-3.3954773,0.32054138
23-02-2015 18:37,-9.294083,-3.438324,0.29197693
23-02-2015 18:37,-9.33931,-3.4335632,0.32292175
23-02-2015 18:37,-9.34407,-3.3978577,0.31578064
23-02-2015 18:39,-7.982498,-5.4759216,2.4700165
23-02-2015 18:39,-7.9658356,-5.497345,2.403366
23-02-2015 18:39,-7.942032,-5.4616394,2.434311
23-02-2015 18:39,-7.9467926,-5.447357,2.5128632
23-02-2015 18:39,-7.937271,-5.428314,2.4771576
23-02-2015 18:39,-7.9134674,-5.4664,2.4962006
23-02-2015 18:39,-7.937271,-5.428314,2.4438324
23-02-2015 18:39,-7.9729767,-5.452118,2.4295502
23-02-2015 18:39,-7.999161,-5.4830627,2.415268
23-02-2015 18:39,-8.011063,-5.516388,2.3867035
23-02-2015 18:39,-8.011063,-5.5401917,2.3557587
23-02-2015 18:39,-8.006302,-5.5140076,2.4247894
23-02-2015 18:39,-8.039627,-5.5211487,2.415268
23-02-2015 18:39,-8.013443,-5.516388,2.4390717
23-02-2015 18:39,-7.999161,-5.478302,2.4723969
23-02-2015 18:39,-8.001541,-5.485443,2.4366913
23-02-2015 18:39,-8.0229645,-5.4878235,2.4200287
23-02-2015 18:39,-8.034866,-5.5211487,2.4581146
23-02-2015 18:39,-8.015823,-5.5259094,2.4438324
23-02-2015 18:39,-8.025345,-5.5401917,2.4390717
23-02-2015 18:39,-8.051529,-5.509247,2.486679
23-02-2015 18:39,-8.049149,-5.52829,2.4200287
23-02-2015 18:39,-8.094376,-5.485443,2.4462128
23-02-2015 18:39,-8.096756,-5.5449524,2.4009857
23-02-2015 18:39,-8.039627,-5.5401917,2.4081268
23-02-2015 18:39,-8.006302,-5.575897,2.3748016
23-02-2015 18:39,-7.9729767,-5.5830383,2.3557587
23-02-2015 18:39,-7.9539337,-5.554474,2.3533783
23-02-2015 18:39,-7.918228,-5.554474,2.3605194
23-02-2015 18:39,-7.961075,-5.5592346,2.3486176
23-02-2015 18:39,-7.9325104,-5.59256,2.4105072
23-02-2015 18:39,-7.93013,-5.6020813,2.4105072
23-02-2015 18:39,-7.942032,-5.599701,2.396225
23-02-2015 18:39,-7.963455,-5.5782776,2.3843231
23-02-2015 18:39,-7.9586945,-5.5663757,2.3938446
23-02-2015 18:39,-7.949173,-5.53067,2.4842987
23-02-2015 18:39,-8.015823,-5.5211487,2.3938446
23-02-2015 18:39,-8.06105,-5.516388,2.4295502
23-02-2015 18:39,-8.051529,-5.4997253,2.4247894
23-02-2015 18:39,-8.101517,-5.4949646,2.4438324
23-02-2015 18:39,-8.075333,-5.5259094,2.4652557
23-02-2015 18:39,-8.082474,-5.542572,2.4271698
23-02-2015 18:39,-8.039627,-5.485443,2.3414764
23-02-2015 18:39,-8.046768,-5.490204,2.3557587
23-02-2015 18:39,-8.05629,-5.471161,2.3438568
23-02-2015 18:39,-7.9848785,-5.478302,2.2891083
23-02-2015 18:39,-8.032486,-5.471161,2.339096
23-02-2015 18:39,-8.008682,-5.4878235,2.3367157
23-02-2015 18:39,-8.025345,-5.4997253,2.3414764
23-02-2015 18:39,-8.011063,-5.535431,2.3367157
23-02-2015 18:39,-8.05629,-5.5140076,2.3438568
23-02-2015 18:39,-8.042007,-5.5187683,2.3081512
23-02-2015 18:39,-8.044388,-5.504486,2.396225
23-02-2015 18:39,-8.027725,-5.4664,2.4581146
23-02-2015 18:39,-8.039627,-5.4664,2.4652557
23-02-2015 18:39,-8.006302,-5.4949646,2.4081268
23-02-2015 18:39,-8.025345,-5.509247,2.4842987
23-02-2015 18:39,-8.018204,-5.5211487,2.453354
23-02-2015 18:39,-8.018204,-5.599701,2.4581146
23-02-2015 18:39,-8.013443,-5.542572,2.4700165
23-02-2015 18:39,-8.001541,-5.5330505,2.3819427
23-02-2015 18:39,-7.9467926,-5.497345,2.453354
23-02-2015 18:39,-8.011063,-5.490204,2.3819427
23-02-2015 18:39,-7.9944,-5.5068665,2.3938446
23-02-2015 18:39,-8.046768,-5.504486,2.3557587
23-02-2015 18:39,-8.042007,-5.516388,2.422409
23-02-2015 18:39,-8.089615,-5.471161,2.460495
23-02-2015 18:39,-8.072952,-5.4997253,2.4319305
23-02-2015 18:39,-8.020584,-5.5449524,2.396225
23-02-2015 18:39,-8.103897,-5.53067,2.3795624
23-02-2015 18:39,-8.025345,-5.509247,2.3652802
23-02-2015 18:39,-8.008682,-5.4949646,2.4390717
23-02-2015 18:39,-8.049149,-5.4759216,2.4557343
23-02-2015 18:39,-8.013443,-5.478302,2.4509735
23-02-2015 18:39,-8.039627,-5.4235535,2.339096
23-02-2015 18:39,-7.9967804,-5.447357,2.4105072
23-02-2015 18:39,-8.030106,-5.4735413,2.403366
23-02-2015 18:39,-7.980118,-5.5140076,2.4176483
23-02-2015 18:39,-7.9848785,-5.509247,2.3819427
23-02-2015 18:39,-7.987259,-5.52829,2.370041
23-02-2015 18:39,-7.9658356,-5.542572,2.3533783
23-02-2015 18:39,-8.044388,-5.485443,2.403366
23-02-2015 18:39,-8.063431,-5.4568787,2.3605194
23-02-2015 18:39,-8.068192,-5.4878235,2.4105072
23-02-2015 18:39,-8.139603,-5.4687805,2.3414764
23-02-2015 18:39,-8.06105,-5.5068665,2.396225
23-02-2015 18:39,-8.075333,-5.523529,2.4914398
23-02-2015 18:39,-7.9848785,-5.5211487,2.3557587
23-02-2015 18:39,-7.9586945,-5.5259094,2.350998
23-02-2015 18:39,-7.9777374,-5.4830627,2.358139
23-02-2015 18:39,-7.949173,-5.5401917,2.4105072
23-02-2015 18:39,-7.968216,-5.547333,2.3367157
23-02-2015 18:39,-7.915848,-5.561615,2.3795624
23-02-2015 18:39,-7.892044,-5.5663757,2.312912
23-02-2015 18:39,-7.918228,-5.5449524,2.312912
23-02-2015 18:39,-7.9206085,-5.5782776,2.3867035
23-02-2015 18:39,-7.918228,-5.5520935,2.3795624
23-02-2015 18:39,-7.9586945,-5.5378113,2.3652802
23-02-2015 18:39,-7.987259,-5.516388,2.434311
23-02-2015 18:39,-7.987259,-5.478302,2.5295258
23-02-2015 18:39,-8.0039215,-5.535431,2.479538
23-02-2015 18:50,-7.1684113,-2.6599426,-0.12220764
23-02-2015 18:50,-7.3445587,-2.6718445,-0.20314026
23-02-2015 18:50,-7.563553,-2.7027893,-0.21742249
23-02-2015 18:50,-7.680191,-2.7027893,-0.23408508
